{'loss': 4.5677, 'grad_norm': 1.8173993825912476, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.048, 'grad_norm': 0.09818319231271744, 'learning_rate': 0.00010338329764453963, 'epoch': 14.54}
{'loss': 0.0559, 'grad_norm': 0.14816875755786896, 'learning_rate': 0.00010329764453961456, 'epoch': 14.56}
{'loss': 0.0498, 'grad_norm': 0.10988876223564148, 'learning_rate': 0.00010321199143468951, 'epoch': 14.57}
{'loss': 0.052, 'grad_norm': 0.28477877378463745, 'learning_rate': 0.00010312633832976446, 'epoch': 14.58}
{'loss': 0.046, 'grad_norm': 0.09190947562456131, 'learning_rate': 0.00010304068522483941, 'epoch': 14.6}
{'loss': 0.053, 'grad_norm': 0.1288907676935196, 'learning_rate': 0.00010295503211991435, 'epoch': 14.61}
{'loss': 0.0512, 'grad_norm': 0.12683449685573578, 'learning_rate': 0.0001028693790149893, 'epoch': 14.62}
{'loss': 0.0564, 'grad_norm': 0.1146777793765068, 'learning_rate': 0.00010278372591006424, 'epoch': 14.63}
{'loss': 0.0518, 'grad_norm': 0.11113543063402176, 'learning_rate': 0.0001026980728051392, 'epoch': 14.65}
{'loss': 0.0538, 'grad_norm': 0.11002065986394882, 'learning_rate': 0.00010261241970021413, 'epoch': 14.66}
{'loss': 0.0508, 'grad_norm': 0.227366641163826, 'learning_rate': 0.00010244111349036403, 'epoch': 14.69}
{'loss': 0.047, 'grad_norm': 0.09401163458824158, 'learning_rate': 0.00010235546038543898, 'epoch': 14.7}
{'loss': 0.062, 'grad_norm': 0.1437581330537796, 'learning_rate': 0.00010226980728051391, 'epoch': 14.71}
{'loss': 0.0585, 'grad_norm': 0.12676875293254852, 'learning_rate': 0.00010218415417558886, 'epoch': 14.72}
{'loss': 0.0505, 'grad_norm': 0.13086660206317902, 'learning_rate': 0.00010209850107066381, 'epoch': 14.74}
{'loss': 0.0573, 'grad_norm': 0.14165136218070984, 'learning_rate': 0.00010201284796573876, 'epoch': 14.75}
{'loss': 0.05, 'grad_norm': 0.09484624117612839, 'learning_rate': 0.0001019271948608137, 'epoch': 14.76}
{'loss': 0.0542, 'grad_norm': 0.12298645824193954, 'learning_rate': 0.00010184154175588865, 'epoch': 14.78}
{'loss': 0.0495, 'grad_norm': 0.08976227790117264, 'learning_rate': 0.0001017558886509636, 'epoch': 14.79}
{'loss': 0.0621, 'grad_norm': 0.13274681568145752, 'learning_rate': 0.00010167023554603853, 'epoch': 14.8}
{'loss': 0.049, 'grad_norm': 0.09902334213256836, 'learning_rate': 0.00010158458244111348, 'epoch': 14.82}
{'loss': 0.0526, 'grad_norm': 0.11400872468948364, 'learning_rate': 0.00010149892933618843, 'epoch': 14.83}
{'loss': 0.0486, 'grad_norm': 0.10121478885412216, 'learning_rate': 0.0001014132762312634, 'epoch': 14.84}
{'loss': 0.0429, 'grad_norm': 0.07285598665475845, 'learning_rate': 0.00010132762312633834, 'epoch': 14.85}
{'loss': 0.0505, 'grad_norm': 0.09245540201663971, 'learning_rate': 0.00010124197002141329, 'epoch': 14.87}
{'loss': 0.053, 'grad_norm': 0.10276258736848831, 'learning_rate': 0.00010115631691648824, 'epoch': 14.88}
{'loss': 0.0574, 'grad_norm': 0.1235768049955368, 'learning_rate': 0.00010107066381156318, 'epoch': 14.89}
{'loss': 0.0509, 'grad_norm': 0.09611979871988297, 'learning_rate': 0.00010098501070663813, 'epoch': 14.91}
{'loss': 0.0567, 'grad_norm': 0.13305984437465668, 'learning_rate': 0.00010089935760171308, 'epoch': 14.92}
{'loss': 0.0535, 'grad_norm': 0.1059197336435318, 'learning_rate': 0.00010081370449678801, 'epoch': 14.93}
{'loss': 0.0684, 'grad_norm': 0.22186902165412903, 'learning_rate': 0.00010072805139186296, 'epoch': 14.94}
{'loss': 0.048, 'grad_norm': 0.08663766086101532, 'learning_rate': 0.00010064239828693791, 'epoch': 14.96}
{'loss': 0.0586, 'grad_norm': 0.10392642021179199, 'learning_rate': 0.00010055674518201286, 'epoch': 14.97}
{'loss': 0.0701, 'grad_norm': 0.18126988410949707, 'learning_rate': 0.0001004710920770878, 'epoch': 14.98}
{'loss': 0.0491, 'grad_norm': 0.09547291696071625, 'learning_rate': 0.00010038543897216275, 'epoch': 15.0}
{'loss': 0.0433, 'grad_norm': 0.17120914161205292, 'learning_rate': 0.0001002997858672377, 'epoch': 15.0}
{'loss': 0.0471, 'grad_norm': 0.09161076694726944, 'learning_rate': 0.00010021413276231264, 'epoch': 15.01}
{'loss': 0.048, 'grad_norm': 0.11003121733665466, 'learning_rate': 0.00010012847965738758, 'epoch': 15.03}
{'loss': 0.0421, 'grad_norm': 0.08130014687776566, 'learning_rate': 0.00010004282655246253, 'epoch': 15.04}
{'loss': 0.045, 'grad_norm': 0.08698728680610657, 'learning_rate': 9.995717344753748e-05, 'epoch': 15.05}
{'loss': 0.0428, 'grad_norm': 0.09679175168275833, 'learning_rate': 9.987152034261243e-05, 'epoch': 15.06}
{'loss': 0.0562, 'grad_norm': 0.12751281261444092, 'learning_rate': 9.978586723768736e-05, 'epoch': 15.08}
{'loss': 0.0467, 'grad_norm': 0.10329306125640869, 'learning_rate': 9.970021413276231e-05, 'epoch': 15.09}
{'loss': 0.0424, 'grad_norm': 0.08093582838773727, 'learning_rate': 9.961456102783726e-05, 'epoch': 15.1}
{'loss': 0.0479, 'grad_norm': 0.10387323796749115, 'learning_rate': 9.952890792291221e-05, 'epoch': 15.12}
{'loss': 0.05, 'grad_norm': 0.10675559937953949, 'learning_rate': 9.944325481798715e-05, 'epoch': 15.13}
{'loss': 0.044, 'grad_norm': 0.16547101736068726, 'learning_rate': 9.93576017130621e-05, 'epoch': 15.14}
{'loss': 0.0485, 'grad_norm': 0.09587136656045914, 'learning_rate': 9.927194860813705e-05, 'epoch': 15.16}
{'loss': 0.0482, 'grad_norm': 0.1019137054681778, 'learning_rate': 9.9186295503212e-05, 'epoch': 15.17}
{'loss': 0.0471, 'grad_norm': 0.09583944082260132, 'learning_rate': 9.910064239828695e-05, 'epoch': 15.18}
{'loss': 0.0429, 'grad_norm': 0.10572406649589539, 'learning_rate': 9.90149892933619e-05, 'epoch': 15.19}
{'loss': 0.0484, 'grad_norm': 0.11732219159603119, 'learning_rate': 9.892933618843684e-05, 'epoch': 15.21}
{'loss': 0.0535, 'grad_norm': 0.13285717368125916, 'learning_rate': 9.884368308351178e-05, 'epoch': 15.22}
{'loss': 0.0486, 'grad_norm': 0.0978696197271347, 'learning_rate': 9.875802997858673e-05, 'epoch': 15.23}
{'loss': 0.0498, 'grad_norm': 0.10675928741693497, 'learning_rate': 9.867237687366168e-05, 'epoch': 15.25}
{'loss': 0.0458, 'grad_norm': 0.10282167792320251, 'learning_rate': 9.858672376873662e-05, 'epoch': 15.26}
{'loss': 0.0529, 'grad_norm': 0.13417965173721313, 'learning_rate': 9.850107066381156e-05, 'epoch': 15.27}
{'loss': 0.0514, 'grad_norm': 0.1278316229581833, 'learning_rate': 9.841541755888651e-05, 'epoch': 15.28}
{'loss': 0.0472, 'grad_norm': 0.11350332200527191, 'learning_rate': 9.832976445396146e-05, 'epoch': 15.3}
{'loss': 0.0439, 'grad_norm': 0.11662326753139496, 'learning_rate': 9.82441113490364e-05, 'epoch': 15.31}
{'loss': 0.0518, 'grad_norm': 0.133713960647583, 'learning_rate': 9.815845824411135e-05, 'epoch': 15.32}
{'loss': 0.0507, 'grad_norm': 0.10818825662136078, 'learning_rate': 9.80728051391863e-05, 'epoch': 15.34}
{'loss': 0.0544, 'grad_norm': 0.11985458433628082, 'learning_rate': 9.798715203426125e-05, 'epoch': 15.35}
{'loss': 0.0435, 'grad_norm': 0.10169115662574768, 'learning_rate': 9.790149892933618e-05, 'epoch': 15.36}
{'loss': 0.0456, 'grad_norm': 0.09044309705495834, 'learning_rate': 9.781584582441113e-05, 'epoch': 15.38}
{'loss': 0.0507, 'grad_norm': 0.2532985508441925, 'learning_rate': 9.77301927194861e-05, 'epoch': 15.39}
{'loss': 0.0456, 'grad_norm': 0.10537683218717575, 'learning_rate': 9.764453961456103e-05, 'epoch': 15.4}
{'loss': 0.0497, 'grad_norm': 0.1110667884349823, 'learning_rate': 9.755888650963598e-05, 'epoch': 15.41}
{'loss': 0.046, 'grad_norm': 0.11303508281707764, 'learning_rate': 9.747323340471093e-05, 'epoch': 15.43}
{'loss': 0.0483, 'grad_norm': 0.09999468922615051, 'learning_rate': 9.738758029978588e-05, 'epoch': 15.44}
{'loss': 0.0531, 'grad_norm': 0.11899621784687042, 'learning_rate': 9.730192719486082e-05, 'epoch': 15.45}
{'loss': 0.0491, 'grad_norm': 0.11715151369571686, 'learning_rate': 9.721627408993576e-05, 'epoch': 15.47}
{'loss': 0.0508, 'grad_norm': 0.10114997625350952, 'learning_rate': 9.713062098501071e-05, 'epoch': 15.48}
{'loss': 0.0583, 'grad_norm': 0.16405099630355835, 'learning_rate': 9.704496788008566e-05, 'epoch': 15.49}
{'loss': 0.0552, 'grad_norm': 0.11079806089401245, 'learning_rate': 9.69593147751606e-05, 'epoch': 15.5}
{'loss': 0.0473, 'grad_norm': 0.10753443092107773, 'learning_rate': 9.687366167023555e-05, 'epoch': 15.52}
{'loss': 0.055, 'grad_norm': 0.1251363605260849, 'learning_rate': 9.67880085653105e-05, 'epoch': 15.53}
{'loss': 0.0524, 'grad_norm': 0.10733039677143097, 'learning_rate': 9.670235546038545e-05, 'epoch': 15.54}
{'loss': 0.054, 'grad_norm': 0.12721586227416992, 'learning_rate': 9.661670235546038e-05, 'epoch': 15.56}
{'loss': 0.0472, 'grad_norm': 0.0999494194984436, 'learning_rate': 9.653104925053533e-05, 'epoch': 15.57}
{'loss': 0.0481, 'grad_norm': 0.09204833954572678, 'learning_rate': 9.644539614561028e-05, 'epoch': 15.58}
{'loss': 0.066, 'grad_norm': 0.46431705355644226, 'learning_rate': 9.635974304068522e-05, 'epoch': 15.6}
{'loss': 0.0501, 'grad_norm': 0.16824579238891602, 'learning_rate': 9.627408993576018e-05, 'epoch': 15.61}
{'loss': 0.0509, 'grad_norm': 0.10675197839736938, 'learning_rate': 9.618843683083513e-05, 'epoch': 15.62}
{'loss': 0.0503, 'grad_norm': 0.12020031362771988, 'learning_rate': 9.610278372591008e-05, 'epoch': 15.63}
{'loss': 0.0537, 'grad_norm': 0.10741547495126724, 'learning_rate': 9.601713062098502e-05, 'epoch': 15.65}
{'loss': 0.0537, 'grad_norm': 0.10038568079471588, 'learning_rate': 9.593147751605996e-05, 'epoch': 15.66}
{'loss': 0.0723, 'grad_norm': 0.5576710104942322, 'learning_rate': 9.584582441113491e-05, 'epoch': 15.67}
{'loss': 0.0517, 'grad_norm': 0.19777445495128632, 'learning_rate': 9.576017130620985e-05, 'epoch': 15.69}
{'loss': 0.0606, 'grad_norm': 0.457857221364975, 'learning_rate': 9.56745182012848e-05, 'epoch': 15.7}
{'loss': 0.0511, 'grad_norm': 0.10893666744232178, 'learning_rate': 9.558886509635975e-05, 'epoch': 15.71}
{'loss': 0.0597, 'grad_norm': 0.16526909172534943, 'learning_rate': 9.55032119914347e-05, 'epoch': 15.72}
{'loss': 0.0492, 'grad_norm': 0.08650977909564972, 'learning_rate': 9.541755888650963e-05, 'epoch': 15.74}
{'loss': 0.0498, 'grad_norm': 0.17814065515995026, 'learning_rate': 9.533190578158458e-05, 'epoch': 15.75}
{'loss': 0.0515, 'grad_norm': 0.10545331984758377, 'learning_rate': 9.524625267665953e-05, 'epoch': 15.76}
{'loss': 0.055, 'grad_norm': 0.2121727615594864, 'learning_rate': 9.516059957173448e-05, 'epoch': 15.78}
{'loss': 0.0556, 'grad_norm': 0.194565549492836, 'learning_rate': 9.507494646680942e-05, 'epoch': 15.79}
{'loss': 0.0558, 'grad_norm': 0.346417635679245, 'learning_rate': 9.498929336188437e-05, 'epoch': 15.8}
{'loss': 0.0477, 'grad_norm': 0.09010172635316849, 'learning_rate': 9.490364025695932e-05, 'epoch': 15.82}
{'loss': 0.0561, 'grad_norm': 0.10068556666374207, 'learning_rate': 9.481798715203427e-05, 'epoch': 15.83}
{'loss': 0.0531, 'grad_norm': 0.10053922235965729, 'learning_rate': 9.473233404710922e-05, 'epoch': 15.84}
{'loss': 0.0505, 'grad_norm': 0.09744609147310257, 'learning_rate': 9.464668094218416e-05, 'epoch': 15.85}
{'loss': 0.0488, 'grad_norm': 0.08882099390029907, 'learning_rate': 9.456102783725911e-05, 'epoch': 15.87}
{'loss': 0.0522, 'grad_norm': 0.1029818132519722, 'learning_rate': 9.447537473233405e-05, 'epoch': 15.88}
{'loss': 0.0483, 'grad_norm': 0.08354813605546951, 'learning_rate': 9.4389721627409e-05, 'epoch': 15.89}
{'loss': 0.0538, 'grad_norm': 0.10388146340847015, 'learning_rate': 9.430406852248395e-05, 'epoch': 15.91}
{'loss': 0.064, 'grad_norm': 0.19854560494422913, 'learning_rate': 9.42184154175589e-05, 'epoch': 15.92}
{'loss': 0.0722, 'grad_norm': 0.14434880018234253, 'learning_rate': 9.413276231263383e-05, 'epoch': 15.93}
{'loss': 0.0618, 'grad_norm': 0.20483319461345673, 'learning_rate': 9.404710920770878e-05, 'epoch': 15.94}
{'loss': 0.0508, 'grad_norm': 0.10792552679777145, 'learning_rate': 9.396145610278373e-05, 'epoch': 15.96}
{'loss': 0.0486, 'grad_norm': 0.09966360032558441, 'learning_rate': 9.387580299785867e-05, 'epoch': 15.97}
{'loss': 0.0514, 'grad_norm': 0.20901459455490112, 'learning_rate': 9.379014989293362e-05, 'epoch': 15.98}
{'loss': 0.0493, 'grad_norm': 0.173317551612854, 'learning_rate': 9.370449678800857e-05, 'epoch': 16.0}
{'loss': 0.0469, 'grad_norm': 0.20789362490177155, 'learning_rate': 9.361884368308352e-05, 'epoch': 16.0}
{'loss': 0.0405, 'grad_norm': 0.06948316842317581, 'learning_rate': 9.353319057815845e-05, 'epoch': 16.01}
{'loss': 0.0505, 'grad_norm': 0.09466701745986938, 'learning_rate': 9.34475374732334e-05, 'epoch': 16.03}
{'loss': 0.053, 'grad_norm': 0.10710932314395905, 'learning_rate': 9.336188436830836e-05, 'epoch': 16.04}
{'loss': 0.0516, 'grad_norm': 0.2652260661125183, 'learning_rate': 9.32762312633833e-05, 'epoch': 16.05}
{'loss': 0.0464, 'grad_norm': 0.09442161023616791, 'learning_rate': 9.319057815845825e-05, 'epoch': 16.06}
{'loss': 0.0479, 'grad_norm': 0.09713022410869598, 'learning_rate': 9.31049250535332e-05, 'epoch': 16.08}
{'loss': 0.0634, 'grad_norm': 0.14125163853168488, 'learning_rate': 9.301927194860815e-05, 'epoch': 16.09}
{'loss': 0.0487, 'grad_norm': 0.08998655527830124, 'learning_rate': 9.293361884368308e-05, 'epoch': 16.1}
{'loss': 0.0486, 'grad_norm': 0.11005625128746033, 'learning_rate': 9.284796573875803e-05, 'epoch': 16.12}
{'loss': 0.0424, 'grad_norm': 0.08337977528572083, 'learning_rate': 9.276231263383298e-05, 'epoch': 16.13}
{'loss': 0.0514, 'grad_norm': 0.10818438231945038, 'learning_rate': 9.267665952890793e-05, 'epoch': 16.14}
{'loss': 0.0507, 'grad_norm': 0.09345641732215881, 'learning_rate': 9.259100642398287e-05, 'epoch': 16.16}
{'loss': 0.0456, 'grad_norm': 0.088980533182621, 'learning_rate': 9.250535331905782e-05, 'epoch': 16.17}
{'loss': 0.0488, 'grad_norm': 0.1285552829504013, 'learning_rate': 9.241970021413277e-05, 'epoch': 16.18}
{'loss': 0.0597, 'grad_norm': 0.11843499541282654, 'learning_rate': 9.233404710920772e-05, 'epoch': 16.19}
{'loss': 0.0416, 'grad_norm': 0.08223456144332886, 'learning_rate': 9.224839400428265e-05, 'epoch': 16.21}
{'loss': 0.0479, 'grad_norm': 0.10716328769922256, 'learning_rate': 9.21627408993576e-05, 'epoch': 16.22}
{'loss': 0.0493, 'grad_norm': 0.09860080480575562, 'learning_rate': 9.207708779443255e-05, 'epoch': 16.23}
{'loss': 0.0462, 'grad_norm': 0.09932991117238998, 'learning_rate': 9.19914346895075e-05, 'epoch': 16.25}
{'loss': 0.0392, 'grad_norm': 0.08908012509346008, 'learning_rate': 9.190578158458245e-05, 'epoch': 16.26}
{'loss': 0.0433, 'grad_norm': 0.09099991619586945, 'learning_rate': 9.18201284796574e-05, 'epoch': 16.27}
{'loss': 0.0608, 'grad_norm': 0.1434561163187027, 'learning_rate': 9.173447537473235e-05, 'epoch': 16.28}
{'loss': 0.0405, 'grad_norm': 0.08857400715351105, 'learning_rate': 9.164882226980728e-05, 'epoch': 16.3}
{'loss': 0.0546, 'grad_norm': 0.15048682689666748, 'learning_rate': 9.156316916488223e-05, 'epoch': 16.31}
{'loss': 0.0511, 'grad_norm': 0.11993657797574997, 'learning_rate': 9.147751605995718e-05, 'epoch': 16.32}
{'loss': 0.0552, 'grad_norm': 0.12674248218536377, 'learning_rate': 9.139186295503213e-05, 'epoch': 16.34}
{'loss': 0.0503, 'grad_norm': 0.22211745381355286, 'learning_rate': 9.130620985010707e-05, 'epoch': 16.35}
{'loss': 0.0599, 'grad_norm': 0.25821077823638916, 'learning_rate': 9.122055674518202e-05, 'epoch': 16.36}
{'loss': 0.0456, 'grad_norm': 0.09849925339221954, 'learning_rate': 9.113490364025697e-05, 'epoch': 16.38}
{'loss': 0.0466, 'grad_norm': 0.10778457671403885, 'learning_rate': 9.10492505353319e-05, 'epoch': 16.39}
{'loss': 0.0558, 'grad_norm': 0.31773635745048523, 'learning_rate': 9.096359743040685e-05, 'epoch': 16.4}
{'loss': 0.0451, 'grad_norm': 0.08841248601675034, 'learning_rate': 9.08779443254818e-05, 'epoch': 16.41}
{'loss': 0.0489, 'grad_norm': 0.10272989422082901, 'learning_rate': 9.079229122055675e-05, 'epoch': 16.43}
{'loss': 0.0482, 'grad_norm': 0.09669893980026245, 'learning_rate': 9.070663811563169e-05, 'epoch': 16.44}
{'loss': 0.0503, 'grad_norm': 0.12107300758361816, 'learning_rate': 9.062098501070664e-05, 'epoch': 16.45}
{'loss': 0.0457, 'grad_norm': 0.09111474454402924, 'learning_rate': 9.053533190578159e-05, 'epoch': 16.47}
{'loss': 0.0502, 'grad_norm': 0.12876486778259277, 'learning_rate': 9.044967880085653e-05, 'epoch': 16.48}
{'loss': 0.0445, 'grad_norm': 0.09631218761205673, 'learning_rate': 9.036402569593148e-05, 'epoch': 16.49}
{'loss': 0.0518, 'grad_norm': 0.12854427099227905, 'learning_rate': 9.027837259100643e-05, 'epoch': 16.5}
{'loss': 0.0481, 'grad_norm': 0.09590291976928711, 'learning_rate': 9.019271948608138e-05, 'epoch': 16.52}
{'loss': 0.0514, 'grad_norm': 0.1484263837337494, 'learning_rate': 9.010706638115632e-05, 'epoch': 16.53}
{'loss': 0.0595, 'grad_norm': 0.11874587088823318, 'learning_rate': 9.002141327623127e-05, 'epoch': 16.54}
{'loss': 0.0479, 'grad_norm': 0.10423366725444794, 'learning_rate': 8.993576017130622e-05, 'epoch': 16.56}
{'loss': 0.0529, 'grad_norm': 0.1011212021112442, 'learning_rate': 8.985010706638117e-05, 'epoch': 16.57}
{'loss': 0.0511, 'grad_norm': 0.15435899794101715, 'learning_rate': 8.97644539614561e-05, 'epoch': 16.58}
{'loss': 0.0485, 'grad_norm': 0.16359968483448029, 'learning_rate': 8.967880085653105e-05, 'epoch': 16.6}
{'loss': 0.0615, 'grad_norm': 0.12642763555049896, 'learning_rate': 8.9593147751606e-05, 'epoch': 16.61}
{'loss': 0.0472, 'grad_norm': 0.09350070357322693, 'learning_rate': 8.950749464668095e-05, 'epoch': 16.62}
{'loss': 0.0646, 'grad_norm': 0.13826577365398407, 'learning_rate': 8.942184154175589e-05, 'epoch': 16.63}
{'loss': 0.0512, 'grad_norm': 0.11295325309038162, 'learning_rate': 8.933618843683084e-05, 'epoch': 16.65}
{'loss': 0.0588, 'grad_norm': 0.1150265485048294, 'learning_rate': 8.925053533190579e-05, 'epoch': 16.66}
{'loss': 0.046, 'grad_norm': 0.09371455758810043, 'learning_rate': 8.916488222698073e-05, 'epoch': 16.67}
{'loss': 0.0507, 'grad_norm': 0.10623309761285782, 'learning_rate': 8.907922912205567e-05, 'epoch': 16.69}
{'loss': 0.0493, 'grad_norm': 0.1053963452577591, 'learning_rate': 8.899357601713062e-05, 'epoch': 16.7}
{'loss': 0.0543, 'grad_norm': 0.2241593599319458, 'learning_rate': 8.890792291220558e-05, 'epoch': 16.71}
{'loss': 0.0473, 'grad_norm': 0.08879796415567398, 'learning_rate': 8.882226980728052e-05, 'epoch': 16.72}
{'loss': 0.0459, 'grad_norm': 0.09488410502672195, 'learning_rate': 8.873661670235547e-05, 'epoch': 16.74}
{'loss': 0.0485, 'grad_norm': 0.10029473900794983, 'learning_rate': 8.865096359743042e-05, 'epoch': 16.75}
{'loss': 0.0555, 'grad_norm': 0.10612802952528, 'learning_rate': 8.856531049250535e-05, 'epoch': 16.76}
{'loss': 0.0506, 'grad_norm': 0.08320363610982895, 'learning_rate': 8.84796573875803e-05, 'epoch': 16.78}
{'loss': 0.0535, 'grad_norm': 0.10989140719175339, 'learning_rate': 8.839400428265525e-05, 'epoch': 16.79}
{'loss': 0.0468, 'grad_norm': 0.13104040920734406, 'learning_rate': 8.83083511777302e-05, 'epoch': 16.8}
{'loss': 0.0554, 'grad_norm': 0.1601581871509552, 'learning_rate': 8.822269807280514e-05, 'epoch': 16.82}
{'loss': 0.0559, 'grad_norm': 0.11955715715885162, 'learning_rate': 8.813704496788009e-05, 'epoch': 16.83}
{'loss': 0.048, 'grad_norm': 0.08847645670175552, 'learning_rate': 8.805139186295504e-05, 'epoch': 16.84}
{'loss': 0.0524, 'grad_norm': 0.19359926879405975, 'learning_rate': 8.796573875802999e-05, 'epoch': 16.85}
{'loss': 0.0485, 'grad_norm': 0.11367835849523544, 'learning_rate': 8.788008565310492e-05, 'epoch': 16.87}
{'loss': 0.0581, 'grad_norm': 0.1277194321155548, 'learning_rate': 8.779443254817987e-05, 'epoch': 16.88}
{'loss': 0.0507, 'grad_norm': 0.09294464439153671, 'learning_rate': 8.770877944325482e-05, 'epoch': 16.89}
{'loss': 0.0504, 'grad_norm': 0.09929577261209488, 'learning_rate': 8.762312633832977e-05, 'epoch': 16.91}
{'loss': 0.0582, 'grad_norm': 0.11892849206924438, 'learning_rate': 8.75374732334047e-05, 'epoch': 16.92}
{'loss': 0.0536, 'grad_norm': 0.11505371332168579, 'learning_rate': 8.745182012847967e-05, 'epoch': 16.93}
{'loss': 0.0495, 'grad_norm': 0.10100336372852325, 'learning_rate': 8.736616702355462e-05, 'epoch': 16.94}
{'loss': 0.0605, 'grad_norm': 0.17793282866477966, 'learning_rate': 8.728051391862955e-05, 'epoch': 16.96}
{'loss': 0.0477, 'grad_norm': 0.10934483259916306, 'learning_rate': 8.71948608137045e-05, 'epoch': 16.97}
{'loss': 0.0533, 'grad_norm': 0.10084128379821777, 'learning_rate': 8.710920770877945e-05, 'epoch': 16.98}
{'loss': 0.0546, 'grad_norm': 0.1113700121641159, 'learning_rate': 8.70235546038544e-05, 'epoch': 17.0}
{'loss': 0.0434, 'grad_norm': 0.28199514746665955, 'learning_rate': 8.693790149892934e-05, 'epoch': 17.0}
{'loss': 0.0452, 'grad_norm': 0.1086074635386467, 'learning_rate': 8.685224839400429e-05, 'epoch': 17.01}
{'loss': 0.0464, 'grad_norm': 0.09935961663722992, 'learning_rate': 8.676659528907924e-05, 'epoch': 17.03}
{'loss': 0.0496, 'grad_norm': 0.10212423652410507, 'learning_rate': 8.668094218415419e-05, 'epoch': 17.04}
{'loss': 0.0452, 'grad_norm': 0.08888072520494461, 'learning_rate': 8.659528907922912e-05, 'epoch': 17.05}
{'loss': 0.0436, 'grad_norm': 0.09157166630029678, 'learning_rate': 8.650963597430407e-05, 'epoch': 17.06}
{'loss': 0.0474, 'grad_norm': 0.09087034314870834, 'learning_rate': 8.642398286937902e-05, 'epoch': 17.08}
{'loss': 0.0532, 'grad_norm': 0.11018077284097672, 'learning_rate': 8.633832976445396e-05, 'epoch': 17.09}
{'loss': 0.0447, 'grad_norm': 0.08623576909303665, 'learning_rate': 8.62526766595289e-05, 'epoch': 17.1}
{'loss': 0.0453, 'grad_norm': 0.09151002764701843, 'learning_rate': 8.616702355460385e-05, 'epoch': 17.12}
{'loss': 0.0456, 'grad_norm': 0.10127043724060059, 'learning_rate': 8.60813704496788e-05, 'epoch': 17.13}
{'loss': 0.0458, 'grad_norm': 0.10102277249097824, 'learning_rate': 8.599571734475375e-05, 'epoch': 17.14}
{'loss': 0.0483, 'grad_norm': 0.09275616705417633, 'learning_rate': 8.59100642398287e-05, 'epoch': 17.16}
{'loss': 0.0444, 'grad_norm': 0.08833013474941254, 'learning_rate': 8.582441113490365e-05, 'epoch': 17.17}
{'loss': 0.0454, 'grad_norm': 0.09402307122945786, 'learning_rate': 8.573875802997859e-05, 'epoch': 17.18}
{'loss': 0.0531, 'grad_norm': 0.11233291774988174, 'learning_rate': 8.565310492505354e-05, 'epoch': 17.19}
{'loss': 0.0443, 'grad_norm': 0.09518216550350189, 'learning_rate': 8.556745182012849e-05, 'epoch': 17.21}
{'loss': 0.0422, 'grad_norm': 0.08605781197547913, 'learning_rate': 8.548179871520344e-05, 'epoch': 17.22}
{'loss': 0.0442, 'grad_norm': 0.07985753566026688, 'learning_rate': 8.539614561027837e-05, 'epoch': 17.23}
{'loss': 0.0489, 'grad_norm': 0.10625318437814713, 'learning_rate': 8.531049250535332e-05, 'epoch': 17.25}
{'loss': 0.0444, 'grad_norm': 0.08598068356513977, 'learning_rate': 8.522483940042827e-05, 'epoch': 17.26}
{'loss': 0.0414, 'grad_norm': 0.08575689047574997, 'learning_rate': 8.513918629550322e-05, 'epoch': 17.27}
{'loss': 0.0466, 'grad_norm': 0.11459488421678543, 'learning_rate': 8.505353319057816e-05, 'epoch': 17.28}
{'loss': 0.0567, 'grad_norm': 0.12525410950183868, 'learning_rate': 8.49678800856531e-05, 'epoch': 17.3}
{'loss': 0.0493, 'grad_norm': 0.11221548169851303, 'learning_rate': 8.488222698072805e-05, 'epoch': 17.31}
{'loss': 0.0519, 'grad_norm': 0.13452133536338806, 'learning_rate': 8.4796573875803e-05, 'epoch': 17.32}
{'loss': 0.0525, 'grad_norm': 0.721712052822113, 'learning_rate': 8.471092077087794e-05, 'epoch': 17.34}
{'loss': 0.0525, 'grad_norm': 0.10691850632429123, 'learning_rate': 8.462526766595289e-05, 'epoch': 17.35}
{'loss': 0.0497, 'grad_norm': 0.3950178027153015, 'learning_rate': 8.453961456102785e-05, 'epoch': 17.36}
{'loss': 0.0564, 'grad_norm': 0.137621209025383, 'learning_rate': 8.445396145610279e-05, 'epoch': 17.38}
{'loss': 0.0442, 'grad_norm': 0.08327560126781464, 'learning_rate': 8.436830835117774e-05, 'epoch': 17.39}
{'loss': 0.0546, 'grad_norm': 0.127115398645401, 'learning_rate': 8.428265524625269e-05, 'epoch': 17.4}
{'loss': 0.0481, 'grad_norm': 0.4318186044692993, 'learning_rate': 8.419700214132764e-05, 'epoch': 17.41}
{'loss': 0.0427, 'grad_norm': 0.09209094941616058, 'learning_rate': 8.411134903640257e-05, 'epoch': 17.43}
{'loss': 0.0444, 'grad_norm': 0.08926904201507568, 'learning_rate': 8.402569593147752e-05, 'epoch': 17.44}
{'loss': 0.0543, 'grad_norm': 0.12976831197738647, 'learning_rate': 8.394004282655247e-05, 'epoch': 17.45}
{'loss': 0.053, 'grad_norm': 0.1582925170660019, 'learning_rate': 8.38543897216274e-05, 'epoch': 17.47}
{'loss': 0.0569, 'grad_norm': 0.138857901096344, 'learning_rate': 8.376873661670236e-05, 'epoch': 17.48}
